"Time","C-Script"
0,0
9.9999999999999995e-07,0
1.9999999999999999e-06,0
3.0000000000000001e-06,0
3.9999999999999998e-06,0
4.9999999999999996e-06,0
6.0000000000000002e-06,0
6.9999999999999999e-06,0
7.9999999999999996e-06,0
9.0000000000000002e-06,0
9.9999999999999991e-06,0
1.1e-05,0
1.2e-05,0
1.2999999999999999e-05,0
1.4e-05,0
1.4999999999999999e-05,0
1.5999999999999999e-05,0
1.7e-05,0
1.8e-05,0
1.8999999999999998e-05,0
1.9999999999999998e-05,0
2.0999999999999999e-05,0
2.1999999999999999e-05,0
2.3e-05,0
2.4000000000000001e-05,0
2.4999999999999998e-05,0
2.5999999999999998e-05,0
2.6999999999999999e-05,0
2.8e-05,0
2.9e-05,0
2.9999999999999997e-05,0
3.1000000000000001e-05,0
3.1999999999999999e-05,0
3.2999999999999996e-05,0
3.4e-05,0
3.4999999999999997e-05,0
3.6000000000000001e-05,0
3.6999999999999998e-05,0
3.7999999999999995e-05,0
3.8999999999999999e-05,0
3.9999999999999996e-05,0
4.1e-05,0
4.1999999999999998e-05,0
4.2999999999999995e-05,0
4.3999999999999999e-05,0
4.4999999999999996e-05,0
4.6e-05,0
4.6999999999999997e-05,0
4.8000000000000001e-05,0
4.8999999999999998e-05,0
4.9999999999999996e-05,0
5.1e-05,0
5.1999999999999997e-05,0
5.3000000000000001e-05,0
5.3999999999999998e-05,0
5.4999999999999995e-05,0
5.5999999999999999e-05,0
5.6999999999999996e-05,0
5.8e-05,0
5.8999999999999998e-05,0
5.9999999999999995e-05,0
6.0999999999999999e-05,0
6.2000000000000003e-05,0
6.3e-05,0
6.3999999999999997e-05,0
6.4999999999999994e-05,0
6.5999999999999992e-05,0
6.7000000000000002e-05,0
6.7999999999999999e-05,0
6.8999999999999997e-05,0
6.9999999999999994e-05,0
7.0999999999999991e-05,0
7.2000000000000002e-05,0
7.2999999999999999e-05,0
7.3999999999999996e-05,0
7.4999999999999993e-05,0
7.5999999999999991e-05,0
7.7000000000000001e-05,0
7.7999999999999999e-05,0
7.8999999999999996e-05,0
7.9999999999999993e-05,0
8.099999999999999e-05,0
8.2000000000000001e-05,0
8.2999999999999998e-05,0
8.3999999999999995e-05,0
8.4999999999999993e-05,0
8.599999999999999e-05,0
8.7000000000000001e-05,0
8.7999999999999998e-05,0
8.8999999999999995e-05,0
8.9999999999999992e-05,0
9.0999999999999989e-05,0
9.2e-05,0
9.2999999999999997e-05,0
9.3999999999999994e-05,0
9.4999999999999992e-05,0
9.6000000000000002e-05,0
9.7e-05,0
9.7999999999999997e-05,0
9.8999999999999994e-05,0
9.9999999999999991e-05,0
0.000101,0
0.000102,0
0.000103,0
0.00010399999999999999,0
0.00010499999999999999,0
0.000106,0
0.000107,0
0.000108,0
0.00010899999999999999,0
0.00010999999999999999,0
0.000111,0
0.000112,0
0.000113,0
0.00011399999999999999,0
0.00011499999999999999,0
0.000116,0
0.000117,0
0.000118,0
0.00011899999999999999,0
0.00011999999999999999,0
0.000121,0
0.000122,0
0.00012299999999999998,0
0.00012400000000000001,0
0.000125,0
0.000126,0
0.000127,0
0.00012799999999999999,0
0.00012899999999999999,0
0.00012999999999999999,0
0.00013099999999999999,0
0.00013199999999999998,0
0.00013300000000000001,0
0.000134,0
0.000135,0
0.000136,0
0.000137,0
0.00013799999999999999,0
0.00013899999999999999,0
0.00013999999999999999,0
0.00014099999999999998,0
0.00014199999999999998,0
0.00014300000000000001,0
0.000144,0
0.000145,0
0.000146,0
0.000147,0
0.00014799999999999999,0
0.00014899999999999999,0
0.00014999999999999999,0
0.00015099999999999998,0
0.00015199999999999998,0
0.00015300000000000001,0
0.000154,0
0.000155,0
0.000156,0
0.00015699999999999999,0
0.00015799999999999999,0
0.00015899999999999999,0
0.00015999999999999999,0
0.00016099999999999998,0
0.00016199999999999998,0
0.000163,0
0.000164,0
0.000165,0
0.000166,0
0.00016699999999999999,0
0.00016799999999999999,0
0.00016899999999999999,0
0.00016999999999999999,0
0.00017099999999999998,0
0.00017199999999999998,0
0.000173,0
0.000174,0
0.000175,0
0.000176,0
0.00017699999999999999,0
0.00017799999999999999,0
0.00017899999999999999,0
0.00017999999999999998,0
0.00018099999999999998,0
0.00018199999999999998,0
0.000183,0
0.000184,0
0.000185,0
0.00018599999999999999,0
0.00018699999999999999,0
0.00018799999999999999,0
0.00018899999999999999,0
0.00018999999999999998,0
0.00019099999999999998,0
0.000192,0
0.000193,0
0.000194,0
0.000195,0
0.00019599999999999999,0
0.00019699999999999999,0
0.00019799999999999999,0
0.00019899999999999999,0
0.00019999999999999998,0
0.00020099999999999998,0
0.000202,0
0.000203,0
0.000204,0
0.000205,0
0.00020599999999999999,0
0.00020699999999999999,0
0.00020799999999999999,0
0.00020899999999999998,0
0.00020999999999999998,0
0.00021099999999999998,0
0.000212,0
0.000213,0
0.000214,0
0.00021499999999999999,0
0.00021599999999999999,0
0.00021699999999999999,0
0.00021799999999999999,0
0.00021899999999999998,0
0.00021999999999999998,0
0.00022099999999999998,0
0.000222,0
0.000223,0
0.000224,0
0.00022499999999999999,0
0.00022599999999999999,0
0.00022699999999999999,0
0.00022799999999999999,0
0.00022899999999999998,0
0.00022999999999999998,0
0.00023099999999999998,0
0.000232,0
0.000233,0
0.000234,0
0.00023499999999999999,0
0.00023599999999999999,0
0.00023699999999999999,0
0.00023799999999999998,0
0.00023899999999999998,0
0.00023999999999999998,0
0.00024099999999999998,0
0.000242,0
0.000243,0
0.00024399999999999999,0
0.00024499999999999999,0
0.00024599999999999996,0
0.00024699999999999999,0
0.00024800000000000001,0
0.00024899999999999998,0
0.00025000000000000001,0
0.00025099999999999998,0
0.000252,0
0.00025299999999999997,0
0.00025399999999999999,0
0.00025499999999999996,0
0.00025599999999999999,0
0.00025700000000000001,0
0.00025799999999999998,0
0.00025900000000000001,0
0.00025999999999999998,0
0.000261,0
0.00026199999999999997,0
0.000263,0
0.00026399999999999997,0
0.00026499999999999999,0
0.00026600000000000001,0
0.00026699999999999998,0
0.00026800000000000001,0
0.00026899999999999998,0
0.00027,0
0.00027099999999999997,0
0.000272,0
0.00027299999999999997,0
